name,college,number,id,draft_round,position,dob,draft_year,draft_pick
Jeremy Faulk,None,7,3052751,,DT,"Sep 13, 1993",,
Dan Williams III,,8,3060347,,WR,"Aug 6, 1995",,
Jahad Thomas,Temple,9,3051315,,RB,"Nov 6, 1995",,
Ben Braden,Michigan,,2977626,,,"Mar 9, 1994",,
Edmond Robinson,Newberry,8,3137087,7,LB,"Feb 23, 1992",2015,232
Jermaine Kearse,Washington,0,15428,,WR,"Feb 6, 1990",,
Will Tye,Stony Brook,2,2512523,,TE,"Nov 4, 1991",,
Kalif Raymond,Holy Cross,3,2973405,,WR,"Aug 8, 1994",,
Jeremy Kerley,TCU,4,14151,5,WR,"Nov 8, 1988",2011,153
Neal Sterling,Monmouth,5,2513770,7,TE,"Jan 14, 1992",2015,220
David Bass,Missouri Western,7,16025,7,LB,"Sep 11, 1990",2013,233
Thomas Hennessy,Duke,2,2983155,,LS,"Jun 11, 1994",,
Travaris Cadet,Appalachian State,9,15457,,RB,"Feb 1, 1989",,
Ed Stinson,Alabama,,16840,5,,"Feb 15, 1990",2014,160
Robert Nelson Jr.,Arizona State,,17416,,,"Feb 16, 1990",,
Rashard Robinson,LSU,0,3042718,4,CB,"Jul 23, 1995",2016,133
Xavier Cooper,Washington State,5,2578408,3,DT,"Nov 30, 1991",2015,96
JoJo Natson,,9,2971830,,WR,"Feb 1, 1994",,
Kelvin Beachum,SMU,8,15035,7,OT,"Jun 8, 1989",2012,248
Brandon Shell,South Carolina,2,2577690,5,OT,"Feb 6, 1992",2016,158
Obum Gwacham,Oregon State,7,2468550,6,LB,"Mar 20, 1991",2015,209
Kevin Peterson,Oklahoma State,5,2977742,,CB,"Mar 22, 1994",,
Kevin Davis,Colorado State,,2973601,,,"Nov 21, 1993",,
Marqui Christian,Midwestern State,,3960454,5,,"Oct 27, 1994",2016,167
Cody Davis,Texas Tech,,16286,,,"Jun 6, 1989",,
Carlos Thompson,Ole Miss,3,2516283,,LB,"Feb 16, 1992",,
Bryce Hager,Baylor,4,2512999,7,LB,"May 4, 1992",2015,224
Josh Forrest,Kentucky,7,2576678,6,LB,"Feb 24, 1992",2016,190
Cory Littleton,Washington,8,2978304,,LB,"Nov 18, 1993",,
Troy Hill,Oregon,2,2525933,,CB,"Aug 29, 1991",,
Blake Countess,Auburn,,2576229,6,,"Aug 8, 1993",2016,196
Folarin Orimolade,Dartmouth,,3049645,,,"Nov 23, 1995",,
Dominique Hatfield,Utah,6,3052502,,CB,"Dec 13, 1994",,
Matt Longacre,Northwest Missouri State,6,3085243,,LB,"Sep 21, 1991",,
Mike Purcell,Wyoming,3,16377,,NT,"Apr 20, 1991",,
Morgan Fox,Colorado State-Pueblo,7,3059620,,DE,"Sep 12, 1994",,
Alec Ogletree,Georgia,2,15806,1,LB,"Sep 25, 1991",2013,30
Lamarcus Joyner,Florida State,,16769,2,,"Nov 27, 1990",2014,41
Ethan Westbrooks,West Texas A&M,5,17285,,DE,"Nov 15, 1990",,
Isaiah Johnson,Georgia Tech,,2510547,,,"May 16, 1992",,
Louis Trinca-Pasat,Iowa,,2511710,,,"Sep 7, 1991",,
Nelson Spruce,Colorado,5,2576952,,WR,"Dec 5, 1992",,
Cooper Kupp,Eastern Washington,8,2977187,3,WR,"Jun 15, 1993",2017,69
Tanzel Smart,Tulane,2,3041112,6,DT,"Nov 6, 1994",2017,189
John Johnson III,Boston ,,3046292,3,,"Dec 19, 1995",2017,91
Gerald Everett,South Alabama,1,3918639,2,TE,"Jun 25, 1994",2017,44
Jake McQuaide,Ohio State,4,14676,,LS,"Dec 7, 1987",,
Nickell Robey-Coleman,USC,3,16217,,CB,"Jan 17, 1992",,
Lenard Tillery,Southern,1,2974712,,RB,"Dec 9, 1993",,
Omarius Bryant,Western Kentucky,4,3915787,,DT,"Oct 26, 1994",,
Mike Jordan,Missouri Western,1,3961462,,CB,"Oct 21, 1992",,
Pharoh Cooper,South Carolina,0,3048897,4,WR,"Mar 7, 1995",2016,117
Paul McRoberts,Southeast Missouri State,,2975817,,,"Nov 15, 1992",,
Temarrick Hemingway,South Carolina State,4,2580330,6,TE,"Jul 30, 1993",2016,177
Todd Gurley II,Georgia,0,2977644,1,RB,"Aug 3, 1994",2015,10
Brandon Shippen,Temple,2,2976250,,WR,"May 17, 1994",,
De'Mard Llorens,Northwestern State,,3050667,,,"Feb 1, 1994",,
Malcolm Brown,Texas,4,2570986,,RB,"May 15, 1993",,
Justin Davis,USC,3,3043216,,RB,"Nov 11, 1995",,
Robert Woods,USC,7,15880,2,WR,"Apr 10, 1992",2013,41
Tyler Higbee,Western Kentucky,9,2573401,4,TE,"Jan 1, 1993",2016,110
Sam Rogers,Virginia Tech,9,3045472,6,FB,"Apr 12, 1995",2017,206
Greg Zuerlein,Missouri Western,4,14993,6,PK,"Dec 27, 1987",2012,171
Travis Coons,Washington,,17130,,,"Feb 6, 1992",,
Sean Mannion,Oregon State,4,2517017,3,QB,"Apr 25, 1992",2015,89
Dan Orlovsky,UConn,,8559,5,,"Aug 18, 1983",2005,145
Austin Blythe,Iowa,,2582448,7,,"Jun 16, 1992",2016,248
Johnny Hekker,Oregon State,,15153,,,"Feb 8, 1990",,
Jared Goff,California,6,3046779,1,QB,"Oct 14, 1994",2016,1
Cassanova McKinzy,Auburn,9,2971032,,LB,"Nov 17, 1992",,
Casey Sayles,Ohio,4,3053000,,DT,"Sep 4, 1995",,
Michael Brockers,LSU,0,14944,1,DT,"Dec 21, 1990",2012,14
Connor Barwin,Cincinnati,3,12449,2,LB,"Oct 15, 1986",2009,46
Maurice Alexander,Utah State,,16937,4,,"Feb 16, 1991",2014,110
Trumaine Johnson,Montana,2,14989,3,CB,"Jan 1, 1990",2012,65
Mike Thomas,Southern Mississippi,8,3123986,6,WR,"Aug 16, 1994",2016,206
Josh Reynolds,Texas A&M,3,3115306,4,WR,"Feb 16, 1995",2017,117
Cory Harkey,UCLA,,15226,,,"Jun 17, 1990",,
Sammy Watkins,Clemson,4,16725,1,WR,"Jun 14, 1993",2014,4
Tyrunn Walker,Tulsa,5,15460,,DT,"Mar 18, 1990",,
Andy Mulumba,Eastern Michigan,,16560,,,"Jan 31, 1990",,
Nicholas Grigsby,Pittsburgh,0,2576660,,LB,"Jul 2, 1992",,
Davis Tull,Chattanooga,,2520845,5,,"Nov 12, 1991",2015,148
Aarion Penton,Missouri,,3051859,,,"Sep 3, 1994",,
Willie Mays III,Tiffin University,,4069948,,,,,
Aaron Green,TCU,6,2570994,,RB,"Oct 15, 1992",,
Shakeir Ryan,Northwestern State,,3050670,,,"Aug 11, 1995",,
Johnny Mundt,Oregon,2,3052096,,TE,"Nov 23, 1994",,
Tyquwan Glass,Fresno State,,3933013,,,,,
Travis Wilson,Utah,,2971668,,,"Dec 14, 1993",,
KD Cannon,Baylor,1,3128348,,WR,"Nov 5, 1995",,
Samson Ebukam,Eastern Washington,0,3045527,4,LB,"May 9, 1995",2017,125
Robert Quinn,North Carolina,4,13984,1,DE,"May 18, 1990",2011,14
Mark Barron,Alabama,6,14932,1,LB,"Oct 27, 1989",2012,7
Kayvon Webster,South Florida,,15872,3,,"Feb 1, 1991",2013,90
Derek Carrier,Beloit ,5,15403,,TE,"Jul 25, 1990",,
Tavon Austin,West Virginia,0,15786,1,RB,"Mar 15, 1990",2013,8
Aaron Donald,Pittsburgh,,16716,1,,"May 23, 1991",2014,13
Rob Havenstein,Wisconsin,9,2515613,2,OT,"May 13, 1992",2015,57
Andrew Whitworth,LSU,7,9641,2,OT,"Dec 12, 1981",2006,55
Lance Dunbar,North Texas,,15369,,,"Jan 25, 1990",,
Cameron Lynch,Syracuse,3,2577602,,LB,"Aug 4, 1993",,
Sam Ficken,Penn State,5,2582139,,PK,"Dec 14, 1992",,
Aaron Neary,Eastern Washington,,2565338,,,"Nov 15, 1992",,
Cory James,Colorado State,7,2575663,6,LB,"May 22, 1993",2016,194
Marquel Lee,Wake Forest,5,3039776,5,LB,"Oct 21, 1995",2017,168
Shalom Luani,Washington State,,3894908,7,,"Aug 5, 1994",2017,221
LaTroy Lewis,Tennessee,4,2972232,,LB,"Nov 9, 1993",,
Treyvon Hester,Toledo,0,2973027,7,DT,"Sep 21, 1992",2017,244
Justin Ellis,Louisiana Tech,8,16857,4,DT,"Dec 27, 1990",2014,107
Breon Borders,Duke,1,3048663,,CB,"Jul 22, 1995",,
Darius Latham,Indiana,5,3060800,,DT,"Nov 9, 1994",,
Karl Joseph,West Virginia,,2976639,1,,"Sep 8, 1993",2016,14
Sean Smith,Utah,,12430,2,,"Jul 14, 1987",2009,61
Jelani Jenkins,Florida,,15985,4,,"Mar 13, 1992",2013,104
Rickey Jefferson,LSU,,3042721,,,"Dec 28, 1994",,
Kenneth Durden,Youngstown State,,3140596,,,"May 16, 1992",,
T.J. Carrie,Ohio,8,16808,7,CB,"Jul 28, 1990",2014,219
James Cowser,Southern Utah,7,2471470,,LB,"Sep 13, 1990",,
Chris Humes,Arkansas State,,2985457,,,"Jul 31, 1994",,
Marcus McWilson,Kentucky,,3053776,,,"Aug 9, 1994",,
Tyrell Adams,West Georgia,5,3895228,,LB,"Apr 11, 1992",,
Dexter McDonald,Kansas,3,2513908,7,CB,"Nov 30, 1991",2015,242
Connor Cook,Michigan State,8,2576261,4,QB,"Jan 29, 1993",2016,100
Mario Edwards Jr.,Florida State,7,2969921,2,DE,"Jan 25, 1994",2015,35
Paul Boyette Jr.,Texas,,2971696,,,"Dec 16, 1993",,
Brady Sheldon,Ferris State,9,3057876,,LB,"Feb 23, 1993",,
Isaac Whitney,USC,9,3894883,,WR,"Jun 22, 1994",,
Nicholas Morrow,None,0,4232830,,LB,"Jul 10, 1995",,
Anthony Cioffi,Rutgers,,3047486,,,"Aug 26, 1994",,
Eddie Vanderdoes,UCLA,4,3047570,3,DT,"Oct 13, 1994",2017,88
Shilique Calhoun,Michigan State,1,2576257,3,LB,"Mar 20, 1992",2016,75
Clive Walford,Miami,7,2512593,3,TE,"Oct 1, 1991",2015,68
Jaydon Mickens,Washington,5,2978308,,WR,"Apr 21, 1994",,
John Crockett,North Dakota State,5,2986739,,RB,"Feb 16, 1992",,
Cordarrelle Patterson,Tennessee,4,15807,1,WR,"Mar 17, 1991",2013,29
Pharaoh Brown,Oregon,1,2971281,,TE,"May 4, 1994",,
Seth Roberts,West Alabama,0,17402,,WR,"Feb 22, 1991",,
Johnny Holton,Cincinnati,6,3056906,,WR,"Aug 22, 1991",,
Lee Smith,Marshall,6,14215,5,TE,"Nov 21, 1987",2011,159
George Atkinson III,Notre Dame,4,17396,,RB,"Nov 29, 1992",,
Gabe Holmes,Purdue,5,2468368,,TE,"Mar 29, 1991",,
Keon Hatcher,Arkansas,4,2980061,,WR,"Sep 11, 1994",,
Ishmael Zamora,Baylor,,3128362,,,"Nov 26, 1995",,
Giorgio Tavecchio,California,,15245,,,"Jul 16, 1990",,
Sebastian Janikowski,Florida State,1,2148,1,PK,"Mar 2, 1978",2000,17
DeAndre Washington,Texas Tech,3,2577654,5,RB,"Feb 22, 1993",2016,143
Jalen Richard,Southern Mississippi,0,2972091,,RB,"Oct 15, 1993",,
Marquette King,Fort Valley State,,15389,,,"Oct 26, 1988",,
EJ Manuel,Florida State,3,15803,1,QB,"Mar 19, 1990",2013,16
Khalil Mack,Buffalo,,16710,1,,"Feb 22, 1991",2014,5
Reggie Nelson,Florida,,10465,1,,"Sep 21, 1983",2007,21
Jamize Olawale,North Texas,9,15653,,FB,"Apr 17, 1989",,
Branden Jackson,Texas Tech,3,2577642,,DE,"Nov 11, 1992",,
Denico Autry,Mississippi State,5,17447,,DE,"Jul 15, 1990",,
Kelechi Osemele,Iowa State,,14957,2,,"Jun 24, 1989",2012,60
Elijah Hood,North Carolina,0,3116690,7,RB,"Apr 22, 1996",2017,242
Bruce Irvin,West Virginia,1,14946,1,DE,"Nov 1, 1987",2012,15
Antonio Hamilton,South Carolina State,2,3056354,,CB,"Jan 24, 1993",,
Amari Cooper,Alabama,9,2976499,1,WR,"Jun 17, 1994",2015,4
Jared Cook,South Carolina,7,12537,3,TE,"Apr 7, 1987",2009,89
Michael Crabtree,Texas Tech,5,12563,1,WR,"Sep 14, 1987",2009,10
Ryan O'Malley,Pennsylvania,8,2566643,,TE,"Jul 24, 1993",,
K.J. Brent,Wake Forest,5,2577664,,WR,"Aug 6, 1993",,
Marshawn Lynch,California,4,10456,1,RB,"Apr 22, 1986",2007,12
Derek Carr,Fresno State,4,16757,2,QB,"Mar 28, 1991",2014,36
Obi Melifonwu,UConn,,2974247,2,,"Apr 5, 1994",2017,56
Najee Harris,Wagner,,2987659,,,"Mar 9, 1994",,
Jihad Ward,Illinois,1,3115914,2,DT,"May 11, 1994",2016,44
Cooper Helfet,Duke,,15670,,,"Jun 2, 1989",,
IK Enemkpali,Louisiana Tech,,16858,6,,"Jul 3, 1991",2014,210
Jon Feliciano,Miami,,2512577,4,,"Feb 10, 1992",2015,128
Xavier Woodson-Luster,Arkansas State,3,3042370,,LB,"Aug 6, 1995",,
Fadol Brown,Ole Miss,5,2981846,,DE,"Apr 15, 1993",,
Oni Omoile,Iowa State,,2577172,,,"Jun 24, 1993",,
Kenneth Durden,Youngstown State,8,2577484,,CB,"May 16, 1992",,
David Amerson,NC State,4,15820,2,CB,"Dec 8, 1991",2013,51
Gareon Conley,Ohio State,1,3051391,1,CB,"Jun 29, 1995",2017,24
Keith McGill II,Utah,,16940,4,,"Mar 9, 1989",2014,116
Erik Harris,California (PA),,4010714,,,"Apr 2, 1990",,
Jon Condo,Maryland,,9276,,,"Aug 26, 1981",,
Donald Penn,Utah State,2,10062,,OT,"Apr 27, 1983",,
Demetrius McCray,Appalachian State,,16005,7,,"May 11, 1991",2013,210
Rodney Hudson,Florida State,,14013,2,,"Jul 12, 1989",2011,55
NaVorro Bowman,Penn State,,13262,3,,"May 28, 1988",2010,91
Marshall Newhouse,TCU,1,13428,5,OT,"Sep 29, 1988",2010,169
David Sharpe,Florida,1,3121656,4,OT,"Oct 21, 1995",2017,129
Jeremiah Valoaga,UNLV,8,2976151,,DE,"Nov 15, 1994",,
Alex Barrett,San Diego State,8,2976114,,DE,"Mar 6, 1994",,
Jalen Reeves-Maybin,Tennessee,4,3044729,4,LB,"Jan 31, 1995",2017,124
Steve Longa,Rutgers,4,2982803,,LB,"Sep 29, 1994",,
Paul Worrilow,Delaware,8,16243,,LB,"May 1, 1990",,
Thurston Armbrister,Miami,7,2579598,,LB,"Dec 25, 1992",,
Antwione Williams,Georgia Southern,6,2567868,5,LB,"May 26, 1993",2016,169
Adairius Barnes,Louisiana Tech,0,2971880,,CB,"Apr 30, 1994",,
Teez Tabor,Florida,1,3115257,2,CB,"Dec 31, 1995",2017,53
Tahir Whitehead,Temple,9,15070,5,LB,"Apr 2, 1990",2012,138
Charles Washington,Fresno State,,2579163,,,"Mar 10, 1993",,
Miles Killebrew,Southern Utah,,2575164,4,,"May 10, 1993",2016,111
Alex Carter,Stanford,3,2978256,3,CB,"Oct 19, 1994",2015,80
Jamal Agnew,San Diego,9,3061612,5,CB,"Apr 3, 1995",2017,165
Patrick O'Connor,Eastern Michigan,9,2980206,7,DE,"Nov 1, 1993",2017,250
Darren Fells,UC Irvine,8,15773,,TE,"Apr 22, 1986",,
D.J. Hayden,Houston,5,15794,1,CB,"Jun 27, 1990",2013,12
Khyri Thornton,Southern Mississippi,,16756,3,,"Nov 21, 1989",2014,85
Jared Abbrederis,Wisconsin,,16836,5,,"Dec 17, 1990",2014,176
Bruce Gaston,Purdue,,17155,,,"Nov 29, 1991",,
Tramain Jacobs,Texas A&M,,17182,,,"May 20, 1992",,
Jarrad Davis,Florida,0,3054951,1,LB,"Nov 16, 1994",2017,21
Anthony Zettel,Penn State,9,2582150,6,DE,"Aug 9, 1992",2016,202
Dwayne Washington,Washington,6,3002265,7,RB,"Apr 24, 1994",2016,236
Jeremiah Ledbetter,Arkansas,8,3892689,6,DT,"Jun 2, 1994",2017,205
Ego Ferguson,LSU,,16778,2,,"Sep 22, 1991",2014,51
Josh Thornton,Southern Utah,6,2969716,,CB,"Nov 24, 1992",,
A'Shawn Robinson,Alabama,1,3054857,2,DT,"Mar 21, 1995",2016,46
Kenny Golladay,Northern Illinois,9,2974858,3,WR,"Nov 3, 1993",2017,96
Michael Roberts,Toledo,0,3059945,4,TE,"May 7, 1994",2017,127
Jace Billingsley,Eastern Oregon,6,3060950,,WR,"May 17, 1993",,
Dontez Ford,Pittsburgh,3,2970410,,WR,"Feb 3, 1994",,
TJ Jones,Notre Dame,3,16880,6,WR,"Jul 19, 1992",2014,189
Keshawn Martin,Michigan State,,14916,4,,"Mar 15, 1990",2012,121
Khari Lee,Bowie State Bulldogs,8,3144062,,TE,"Jan 16, 1992",,
Ameer Abdullah,Nebraska,1,2576336,2,RB,"Jun 13, 1993",2015,54
Noel Thomas,UConn,,3045194,,,"Sep 18, 1994",,
Zach Zenner,South Dakota State,4,2521161,,RB,"Sep 13, 1991",,
Matt Asiata,Utah,,14360,,,"Jul 24, 1987",,
Marvin Jones Jr.,California,1,15072,5,WR,"Mar 12, 1990",2012,166
Michael Rector,Stanford,,2978279,,,"Dec 16, 1993",,
Tion Green,Cincinnati,,2979825,,,"Dec 14, 1993",,
Matt Prater,UCF,5,11122,,PK,"Aug 10, 1984",,
Jake Rudock,Michigan,4,2582424,6,QB,"Jan 21, 1993",2016,191
Kasey Redfern,Wofford,,17495,,,"Sep 26, 1991",,
Brad Kaaya,Miami,9,3123048,6,QB,"Sep 3, 1995",2017,215
Matthew Stafford,Georgia,9,12483,1,QB,"Feb 7, 1988",2009,1
Nick Bellore,Central Michigan,3,14471,,FB,"May 12, 1989",,
Rolan Milligan,Toledo,,3916678,,,"Aug 16, 1994",,
Cornelius Washington,Georgia,,15914,6,,"Sep 10, 1989",2013,188
Akeem Spence,Illinois,3,15958,4,DT,"Nov 29, 1991",2013,100
Johnson Bademosi,Stanford,0,15359,,CB,"Jul 23, 1990",,
Quandre Diggs,Texas,8,2577553,6,CB,"Jan 22, 1993",2015,200
Jordan Hill,Penn State,,15843,3,,"Feb 8, 1991",2013,87
Nevin Lawson,Utah State,4,16929,4,CB,"Apr 23, 1991",2014,133
Golden Tate,Notre Dame,5,13217,2,WR,"Aug 2, 1988",2010,60
Robert Tonyan,Indiana State,5,2975674,,TE,"Apr 30, 1994",,
Darius Slay,Mississippi State,3,15863,2,CB,"Jan 1, 1991",2013,36
Tavon Wilson,Illinois,,14977,2,,"Mar 19, 1990",2012,48
Glover Quin,New Mexico,,12716,4,,"Jan 15, 1986",2009,112
Graham Glasgow,Michigan,,2576245,3,,"Aug 19, 1992",2016,95
Tim Wright,Rutgers,1,16285,,TE,"Apr 7, 1990",,
Theo Riddick,Notre Dame,5,15994,6,RB,"May 4, 1991",2013,199
Cole Wick,Incarnate Word,9,2982151,,TE,"Nov 30, 1993",,
Derrick Lott,Chattanooga,,2468807,,,"Jun 18, 1990",,
Don Carey,Norfolk State,,12644,6,,"Feb 14, 1987",2009,177
Caushaud Lyons,Tusculum,7,3908873,,DE,"Jan 3, 1993",,
Armonty Bryant,East Central,,16037,7,,"May 20, 1990",2013,217
Giorgio Newberry,Florida State,,2576801,,,"Nov 26, 1991",,
Storm Norton,Toledo,2,2973014,,OT,"May 16, 1994",,
Scott Orndoff,Pittsburgh,7,3045163,,TE,"Dec 16, 1993",,
Ezekiel Ansah,BYU,4,15785,1,DE,"May 29, 1989",2013,5
Haloti Ngata,Oregon,4,9598,1,DT,"Jan 21, 1984",2006,12
Eric Ebron,North Carolina,5,16732,1,TE,"Apr 10, 1993",2014,10
Jeff Locke,UCLA,,15926,5,,"Sep 27, 1989",2013,155
George Johnson,Rutgers,0,13812,,DE,"Dec 11, 1987",,
Brian Mihalik,Boston ,2,2576480,7,OT,"Aug 21, 1992",2015,237
Sam Martin,Appalachian State,,15928,5,,"Feb 27, 1990",2013,165
Jacquies Smith,Missouri,6,15356,,DE,"Mar 18, 1990",,
Christian Ringo,Louisiana,9,2574023,6,DT,"Mar 10, 1992",2015,210
Corey Robinson,South Carolina,0,2516338,7,OT,"May 21, 1992",2015,240
Andy Jones,Jacksonville,7,2982761,,WR,"Jun 28, 1994",,
Edwin Jackson,Georgia Southern,,2519377,,,"Dec 19, 1991",,
David Parry,Stanford,0,2517779,5,NT,"Mar 7, 1992",2015,151
Barkevious Mingo,LSU,1,15805,1,LB,"Oct 4, 1990",2013,6
Malik Hooker,Ohio State,,3121415,1,,"Apr 2, 1996",2017,15
Jeremiah George,Iowa State,9,16897,5,LB,"Jan 24, 1992",2014,154
Andrew Williamson,Vanderbilt,,2577803,,,"Nov 18, 1992",,
Quincy Wilson,Florida,1,3121660,2,CB,"Aug 16, 1996",2017,46
T.J. Green,Clemson,,3045128,2,,"Mar 15, 1995",2016,57
Luke Rhodes,William & Mary,6,2566045,,LS,"Dec 2, 1992",,
Dante Blackmon,Kennesaw State,,2973649,,,"Sep 28, 1993",,
Akeem Ayers,UCLA,,14015,2,,"Jul 10, 1989",2011,39
Sean Spence,Miami,,14972,3,,"Jun 7, 1990",2012,86
Matthias Farley,Notre Dame,,2579840,,,"Jul 15, 1992",,
Dalton Crossan,New Hampshire,,2969103,,,"Feb 25, 1994",,
Tarell Basham,Ohio,8,3052977,3,LB,"Mar 18, 1994",2017,80
T.Y. McGill,NC State,9,2577757,,DT,"Nov 23, 1992",,
Nate Hairston,Temple,7,2976259,5,CB,"Jun 30, 1994",2017,158
Anthony Walker,Northwestern,0,3045251,5,LB,"Aug 8, 1995",2017,161
Garrett Sickels,Penn State,6,3057998,,LB,"Sep 24, 1994",,
Grover Stewart,Albany State (GA),0,4058825,4,DT,"Oct 20, 1993",2017,144
Jabaal Sheard,Pittsburgh,3,14036,2,DE,"May 10, 1989",2011,37
Lavar Edwards,LSU,,15909,5,,"Apr 29, 1990",2013,142
Henry Anderson,Stanford,6,2517752,3,DE,"Aug 3, 1991",2015,93
Tevin Mitchel,Arkansas,,2574530,6,,"Aug 3, 1992",2015,182
Darius Butler,UConn,,12423,2,,"Mar 18, 1986",2009,41
Al Woods,LSU,9,13493,4,DT,"Mar 25, 1987",2010,123
Kamar Aiken,UCF,1,14583,,WR,"May 30, 1989",,
Tyvis Powell,Ohio State,,2976308,,,"Feb 16, 1994",,
Tyson Graham,South Dakota,,2986898,,,"Dec 20, 1993",,
Vontae Davis,Illinois,2,12424,1,CB,"May 27, 1988",2009,25
Margus Hunt,SMU,2,15844,2,DT,"Jul 14, 1987",2013,53
John Simon,Ohio State,1,16010,4,DE,"Oct 14, 1990",2013,129
Freddie Brown,Mississippi State,,12637,7,,"Dec 1, 1993",2009,252
JoJo Natson,,9,2971830,,WR,"Feb 1, 1994",,
Troymaine Pope,Jacksonville State,3,2983319,,RB,"Nov 29, 1993",,
Brandon Williams,Oregon,,16313,,,"Oct 12, 1987",,
Bug Howard,North Carolina,7,3039720,,WR,"Nov 28, 1994",,
Steven Wroblewski,Southern Utah,,3910617,,,"Nov 20, 1992",,
Henry Krieger-Coble,Iowa,7,3144999,,TE,"Jun 12, 1992",,
George Winn,Cincinnati,,16488,,,"Nov 10, 1990",,
Jack Doyle,Western Kentucky,4,16504,,TE,"May 5, 1990",,
Chester Rogers,Grambling,0,2983209,,WR,"Jan 12, 1994",,
T.Y. Hilton,Florida Intl,3,14924,3,WR,"Nov 14, 1989",2012,92
Marvin Bracy,,,2969915,,,"Dec 15, 1993",,
Darrell Daniels,Washington,7,3052166,,TE,"Nov 22, 1994",,
Adam Vinatieri,South Dakota State,4,1097,,PK,"Dec 28, 1972",,
Phillip Walker,Temple,5,3051308,,QB,"Feb 26, 1995",,
Robert Turbin,Utah State,3,14894,4,RB,"Dec 2, 1989",2012,106
Arturo Uzdavinis,Tulane,,2575421,,,"Nov 2, 1992",,
Stephen Morris,Miami,,17220,,,"Aug 27, 1992",,
Jeff Locke,UCLA,,15926,5,,"Sep 27, 1989",2013,155
Rigoberto Sanchez,Hawai'i,,3914922,,,"Sep 8, 1994",,
Scott Tolzien,Wisconsin,,14353,,,"Sep 4, 1987",,
Antonio Morrison,Florida,4,2971051,4,LB,"Dec 6, 1994",2016,125
Jon Bostic,Florida,1,15827,2,LB,"May 5, 1991",2013,50
Lee Hightower,Houston,,2573308,,,"Jul 28, 1993",,
Johnathan Hankins,Ohio State,,15841,2,,"Mar 30, 1992",2013,49
Josh Boyd,Mississippi State,,15989,5,,"Aug 3, 1989",2013,167
Hassan Ridgeway,Texas,1,2971725,4,DT,"Nov 2, 1994",2016,116
Jhaustin Thomas,Iowa State,9,3928942,,DE,"Apr 13, 1993",,
Rashaan Melvin,Northern Illinois,2,16270,,CB,"Oct 2, 1989",,
Phillip Dorsett,Miami,3,2579604,1,WR,"Jan 5, 1993",2015,29
Marlon Mack,South Florida,5,3139605,4,RB,"Mar 7, 1996",2017,143
Quan Bray,Auburn,9,2574545,,WR,"Apr 28, 1993",,
Frank Gore,Miami,1,8479,3,RB,"May 14, 1983",2005,65
Adam Redmond,Harvard,,2566609,,,"May 19, 1993",,
Darnell Sankey,Sacramento State,0,2986701,,LB,"Oct 11, 1994",,
Chris Milton,Georgia Tech,8,2576895,,CB,"Sep 15, 1992",,
Chris Culliver,South Carolina,,14044,3,,"Aug 17, 1988",2011,80
Corey White,Samford,,15086,5,,"May 9, 1990",2012,162
Donte Moncrief,Ole Miss,0,16791,3,WR,"Aug 6, 1993",2014,90
Josh Ferguson,Illinois,9,2576165,,RB,"May 23, 1993",,
Earl Wolff,NC State,,15917,5,,"Dec 15, 1989",2013,136
Ronald Martin,LSU,,2577293,,,"Feb 26, 1993",,
Justice Liggins,Stephen F. Austin,1,3050824,,WR,"Dec 14, 1994",,
Valdez Showers,Florida,,2578583,,,"Jun 28, 1993",,
De'Mard Llorens,Northwestern State,,3050667,,,"Feb 1, 1994",,
Daryl Richardson,Abilene Christian,,15111,7,,"Apr 12, 1990",2012,252
Kenny Moore II,Valdosta State,3,4218312,,CB,"Aug 23, 1995",,
Matt Hazel,Coastal Carolina,3,16870,6,WR,"Jan 23, 1992",2014,190
Jacoby Brissett,NC State,7,2578570,3,QB,"Dec 11, 1993",2016,91
Anthony Castonzo,Boston ,4,13970,1,OT,"Aug 9, 1988",2011,22
Deyshawn Bond,Cincinnati,,2979810,,,"Aug 19, 1994",,
Pierre Desir,Lindenwood,5,16948,4,CB,"Sep 8, 1990",2014,127
Matt Jones,Florida,8,2980105,3,RB,"Mar 7, 1993",2015,95
Krishawn Hogan,Marian,1,4198679,,WR,"May 12, 1995",,
Joey Mbu,Houston,3,2575583,,DT,"Mar 28, 1993",,
Clayton Geathers,UCF,,2519211,4,,"Jun 1, 1992",2015,109
Joe Haeg,North Dakota State,3,2573103,5,OT,"Mar 11, 1993",2016,155
Jermaine Grace,Miami,8,3051924,,LB,"Nov 8, 1993",,
Jason Vander Laan,Ferris State,4,3057863,,TE,"Sep 22, 1992",,
Anthony Johnson,LSU,6,17184,,DE,"Jan 24, 1993",,
Ross Travis,Penn State,3,3936647,,TE,"Jan 9, 1993",,
D.J. White,Georgia Tech,1,2971478,6,CB,"Sep 9, 1993",2016,178
K.J. Brent,Wake Forest,5,2577664,,WR,"Aug 6, 1993",,
Kache Palacio,Washington State,,2978349,,,"Jan 30, 1994",,
Bobby Wagner,Utah State,4,14979,2,LB,"Jun 27, 1990",2012,47
Nazair Jones,North Carolina,2,3039721,3,DT,"Dec 13, 1994",2017,102
K.J. Wright,Mississippi State,0,14140,4,LB,"Jul 23, 1989",2011,99
Pierre Desir,Lindenwood,5,16948,4,CB,"Sep 8, 1990",2014,127
Michael Wilhoite,Washburn,,14859,,,"Dec 7, 1986",,
